county,precinct,office,district,party,candidate,votes,early_voting,election_day,mail,provisional,federal
Sussex,"Vernon Twp, District 3",U.S.House,5,DEM,Josh Gottheimer,233,,,,,
Sussex,"Vernon Twp, District 3",U.S.House,5,REP,Mary Jo Guinchard,337,,,,,
Sussex,"Vernon Twp, District 3",U.S.House,5,GRN,Beau Forte,6,,,,,
Sussex,"Vernon Twp, District 3",U.S.House,5,LIB,James Tosone,8,,,,,
Sussex,"Vernon Twp, District 3",U.S.House,5,,Aamir Arif,5,,,,,
Sussex,"Vernon Twp, District 3",U.S.House,5,,Write-In Totals,0,,,,,
Sussex,"Vernon Twp, District 3",COUNTY COMMISSIONER,,DEM,Jason P.L. Boehm,205,,,,,
Sussex,"Vernon Twp, District 3",COUNTY COMMISSIONER,,,No Nomination Made,0,,,,,
Sussex,"Vernon Twp, District 3",COUNTY COMMISSIONER,,REP,Christopher Carney,350,,,,,
Sussex,"Vernon Twp, District 3",COUNTY COMMISSIONER,,REP,Alan Henderson,243,,,,,
Sussex,"Vernon Twp, District 3",COUNTY COMMISSIONER,,,Write-In Totals,1,,,,,
Sussex,"Vernon Twp, District 3",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,John Kraus,225,,,,,
Sussex,"Vernon Twp, District 3",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Brian P. Fisher,208,,,,,
Sussex,"Vernon Twp, District 3",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Melissa Brock,285,,,,,
Sussex,"Vernon Twp, District 3",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Joanne Houghtaling,69,,,,,
Sussex,"Vernon Twp, District 3",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Ariel R. Lazo,71,,,,,
Sussex,"Vernon Twp, District 3",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Carolyn Ross,176,,,,,
Sussex,"Vernon Twp, District 3",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Emmett A. McDowell,80,,,,,
Sussex,"Vernon Twp, District 3",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Write-In Totals,5,,,,,
Sussex,"Vernon Twp, District 3",MEMBERSHIP TO BOE - Vernon Twp 2 YR,,,Raymond Zimmerman,310,,,,,
Sussex,"Vernon Twp, District 3",MEMBERSHIP TO BOE - Vernon Twp 2 YR,,,Debbie Coulson,164,,,,,
Sussex,"Vernon Twp, District 3",MEMBERSHIP TO BOE - Vernon Twp 2 YR,,,Write-In Totals,2,,,,,
Sussex,"Vernon Twp, District 3",MEMBERSHIP TO BOE - Vernon Twp 1 YR,,,Stephanie J. Vecharello,203,,,,,
Sussex,"Vernon Twp, District 3",MEMBERSHIP TO BOE - Vernon Twp 1 YR,,,Alice Nickalls,135,,,,,
Sussex,"Vernon Twp, District 3",MEMBERSHIP TO BOE - Vernon Twp 1 YR,,,Rose Ahearn,129,,,,,
Sussex,"Vernon Twp, District 3",MEMBERSHIP TO BOE - Vernon Twp 1 YR,,,Write-In Totals,2,,,,,
Sussex,"Vernon Twp, District 4",Registered Voters,,,,945,,,,,
Sussex,"Vernon Twp, District 4",Ballots Cast,,,,655,199,384,68,4,0
Sussex,"Vernon Twp, District 4",President,,DEM,Kamala D. Harris,215,,,,,
Sussex,"Vernon Twp, District 4",President,,REP,Donald J. Trump,430,,,,,
Sussex,"Vernon Twp, District 4",President,,CST,Randall A. Terry,0,,,,,
Sussex,"Vernon Twp, District 4",President,,IND,Robert F. Kennedy Jr.,4,,,,,
Sussex,"Vernon Twp, District 4",President,,LIB,Chase Oliver,1,,,,,
Sussex,"Vernon Twp, District 4",President,,GRN,Jill Stein,0,,,,,
Sussex,"Vernon Twp, District 4",President,,,Claudia De la Cruz,1,,,,,
Sussex,"Vernon Twp, District 4",President,,SWP,Rachele Fruit,0,,,,,
Sussex,"Vernon Twp, District 4",President,,,Joseph Kishore,0,,,,,
Sussex,"Vernon Twp, District 4",President,,,Write-In Totals,1,,,,,
Sussex,"Vernon Twp, District 4",U.S. Senate,,DEM,Andy Kim,207,,,,,
Sussex,"Vernon Twp, District 4",U.S. Senate,,REP,Curtis Bashaw,403,,,,,
Sussex,"Vernon Twp, District 4",U.S. Senate,,SWP,Joanne Kuniansky,3,,,,,
Sussex,"Vernon Twp, District 4",U.S. Senate,,GRN,Christina Khalil,4,,,,,
Sussex,"Vernon Twp, District 4",U.S. Senate,,,Patricia G. Mooneyham,2,,,,,
Sussex,"Vernon Twp, District 4",U.S. Senate,,LIB,Kenneth R. Kaplan,9,,,,,
Sussex,"Vernon Twp, District 4",U.S. Senate,,,Write-In Totals,0,,,,,
Sussex,"Vernon Twp, District 4",U.S.House,5,DEM,Josh Gottheimer,231,,,,,
Sussex,"Vernon Twp, District 4",U.S.House,5,REP,Mary Jo Guinchard,386,,,,,
Sussex,"Vernon Twp, District 4",U.S.House,5,GRN,Beau Forte,5,,,,,
Sussex,"Vernon Twp, District 4",U.S.House,5,LIB,James Tosone,4,,,,,
Sussex,"Vernon Twp, District 4",U.S.House,5,,Aamir Arif,4,,,,,
Sussex,"Vernon Twp, District 4",U.S.House,5,,Write-In Totals,0,,,,,
Sussex,"Vernon Twp, District 4",COUNTY COMMISSIONER,,DEM,Jason P.L. Boehm,213,,,,,
Sussex,"Vernon Twp, District 4",COUNTY COMMISSIONER,,,No Nomination Made,0,,,,,
Sussex,"Vernon Twp, District 4",COUNTY COMMISSIONER,,REP,Christopher Carney,368,,,,,
Sussex,"Vernon Twp, District 4",COUNTY COMMISSIONER,,REP,Alan Henderson,275,,,,,
Sussex,"Vernon Twp, District 4",COUNTY COMMISSIONER,,,Write-In Totals,6,,,,,
Sussex,"Vernon Twp, District 4",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,John Kraus,249,,,,,
Sussex,"Vernon Twp, District 4",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Brian P. Fisher,224,,,,,
Sussex,"Vernon Twp, District 4",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Melissa Brock,271,,,,,
Sussex,"Vernon Twp, District 4",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Joanne Houghtaling,88,,,,,
Sussex,"Vernon Twp, District 4",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Ariel R. Lazo,70,,,,,
Sussex,"Vernon Twp, District 4",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Carolyn Ross,191,,,,,
Sussex,"Vernon Twp, District 4",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Emmett A. McDowell,72,,,,,
Sussex,"Vernon Twp, District 4",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Write-In Totals,9,,,,,
Sussex,"Vernon Twp, District 4",MEMBERSHIP TO BOE - Vernon Twp 2 YR,,,Raymond Zimmerman,309,,,,,
Sussex,"Vernon Twp, District 4",MEMBERSHIP TO BOE - Vernon Twp 2 YR,,,Debbie Coulson,190,,,,,
Sussex,"Vernon Twp, District 4",MEMBERSHIP TO BOE - Vernon Twp 2 YR,,,Write-In Totals,8,,,,,
Sussex,"Vernon Twp, District 4",MEMBERSHIP TO BOE - Vernon Twp 1 YR,,,Stephanie J. Vecharello,223,,,,,
Sussex,"Vernon Twp, District 4",MEMBERSHIP TO BOE - Vernon Twp 1 YR,,,Alice Nickalls,134,,,,,
Sussex,"Vernon Twp, District 4",MEMBERSHIP TO BOE - Vernon Twp 1 YR,,,Rose Ahearn,140,,,,,
Sussex,"Vernon Twp, District 4",MEMBERSHIP TO BOE - Vernon Twp 1 YR,,,Write-In Totals,8,,,,,
Sussex,"Vernon Twp, District 5",Registered Voters,,,,852,,,,,
Sussex,"Vernon Twp, District 5",Ballots Cast,,,,622,94,470,53,4,1
Sussex,"Vernon Twp, District 5",President,,DEM,Kamala D. Harris,221,,,,,
Sussex,"Vernon Twp, District 5",President,,REP,Donald J. Trump,376,,,,,
Sussex,"Vernon Twp, District 5",President,,CST,Randall A. Terry,2,,,,,
Sussex,"Vernon Twp, District 5",President,,IND,Robert F. Kennedy Jr.,16,,,,,
Sussex,"Vernon Twp, District 5",President,,LIB,Chase Oliver,1,,,,,
Sussex,"Vernon Twp, District 5",President,,GRN,Jill Stein,2,,,,,
Sussex,"Vernon Twp, District 5",President,,,Claudia De la Cruz,0,,,,,
Sussex,"Vernon Twp, District 5",President,,SWP,Rachele Fruit,0,,,,,
Sussex,"Vernon Twp, District 5",President,,,Joseph Kishore,0,,,,,
Sussex,"Vernon Twp, District 5",President,,,Write-In Totals,3,,,,,
Sussex,"Vernon Twp, District 5",U.S. Senate,,DEM,Andy Kim,215,,,,,
Sussex,"Vernon Twp, District 5",U.S. Senate,,REP,Curtis Bashaw,357,,,,,
Sussex,"Vernon Twp, District 5",U.S. Senate,,SWP,Joanne Kuniansky,0,,,,,
Sussex,"Vernon Twp, District 5",U.S. Senate,,GRN,Christina Khalil,11,,,,,
Sussex,"Vernon Twp, District 5",U.S. Senate,,,Patricia G. Mooneyham,3,,,,,
Sussex,"Vernon Twp, District 5",U.S. Senate,,LIB,Kenneth R. Kaplan,9,,,,,
Sussex,"Vernon Twp, District 5",U.S. Senate,,,Write-In Totals,4,,,,,
Sussex,"Vernon Twp, District 5",U.S.House,5,DEM,Josh Gottheimer,237,,,,,
Sussex,"Vernon Twp, District 5",U.S.House,5,REP,Mary Jo Guinchard,341,,,,,
Sussex,"Vernon Twp, District 5",U.S.House,5,GRN,Beau Forte,12,,,,,
Sussex,"Vernon Twp, District 5",U.S.House,5,LIB,James Tosone,7,,,,,
Sussex,"Vernon Twp, District 5",U.S.House,5,,Aamir Arif,2,,,,,
Sussex,"Vernon Twp, District 5",U.S.House,5,,Write-In Totals,2,,,,,
Sussex,"Vernon Twp, District 5",COUNTY COMMISSIONER,,DEM,Jason P.L. Boehm,211,,,,,
Sussex,"Vernon Twp, District 5",COUNTY COMMISSIONER,,,No Nomination Made,0,,,,,
Sussex,"Vernon Twp, District 5",COUNTY COMMISSIONER,,REP,Christopher Carney,338,,,,,
Sussex,"Vernon Twp, District 5",COUNTY COMMISSIONER,,REP,Alan Henderson,227,,,,,
Sussex,"Vernon Twp, District 5",COUNTY COMMISSIONER,,,Write-In Totals,24,,,,,
Sussex,"Vernon Twp, District 5",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,John Kraus,257,,,,,
Sussex,"Vernon Twp, District 5",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Brian P. Fisher,195,,,,,
Sussex,"Vernon Twp, District 5",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Melissa Brock,288,,,,,
Sussex,"Vernon Twp, District 5",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Joanne Houghtaling,74,,,,,
Sussex,"Vernon Twp, District 5",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Ariel R. Lazo,65,,,,,
Sussex,"Vernon Twp, District 5",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Carolyn Ross,221,,,,,
Sussex,"Vernon Twp, District 5",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Emmett A. McDowell,87,,,,,
Sussex,"Vernon Twp, District 5",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Write-In Totals,9,,,,,
Sussex,"Vernon Twp, District 5",MEMBERSHIP TO BOE - Vernon Twp 2 YR,,,Raymond Zimmerman,310,,,,,
Sussex,"Vernon Twp, District 5",MEMBERSHIP TO BOE - Vernon Twp 2 YR,,,Debbie Coulson,206,,,,,
Sussex,"Vernon Twp, District 5",MEMBERSHIP TO BOE - Vernon Twp 2 YR,,,Write-In Totals,5,,,,,
Sussex,"Vernon Twp, District 5",MEMBERSHIP TO BOE - Vernon Twp 1 YR,,,Stephanie J. Vecharello,203,,,,,
Sussex,"Vernon Twp, District 5",MEMBERSHIP TO BOE - Vernon Twp 1 YR,,,Alice Nickalls,139,,,,,
Sussex,"Vernon Twp, District 5",MEMBERSHIP TO BOE - Vernon Twp 1 YR,,,Rose Ahearn,146,,,,,
Sussex,"Vernon Twp, District 5",MEMBERSHIP TO BOE - Vernon Twp 1 YR,,,Write-In Totals,5,,,,,
Sussex,"Vernon Twp, District 6",Registered Voters,,,,832,,,,,
Sussex,"Vernon Twp, District 6",Ballots Cast,,,,592,148,354,88,2,0
Sussex,"Vernon Twp, District 6",President,,DEM,Kamala D. Harris,179,,,,,
Sussex,"Vernon Twp, District 6",President,,REP,Donald J. Trump,404,,,,,
Sussex,"Vernon Twp, District 6",President,,CST,Randall A. Terry,0,,,,,
Sussex,"Vernon Twp, District 6",President,,IND,Robert F. Kennedy Jr.,4,,,,,
Sussex,"Vernon Twp, District 6",President,,LIB,Chase Oliver,2,,,,,
Sussex,"Vernon Twp, District 6",President,,GRN,Jill Stein,1,,,,,
Sussex,"Vernon Twp, District 6",President,,,Claudia De la Cruz,0,,,,,
Sussex,"Vernon Twp, District 6",President,,SWP,Rachele Fruit,0,,,,,
Sussex,"Vernon Twp, District 6",President,,,Joseph Kishore,0,,,,,
Sussex,"Vernon Twp, District 6",President,,,Write-In Totals,2,,,,,
Sussex,"Vernon Twp, District 6",U.S. Senate,,DEM,Andy Kim,166,,,,,
Sussex,"Vernon Twp, District 6",U.S. Senate,,REP,Curtis Bashaw,390,,,,,
Sussex,"Vernon Twp, District 6",U.S. Senate,,SWP,Joanne Kuniansky,5,,,,,
Sussex,"Vernon Twp, District 6",U.S. Senate,,GRN,Christina Khalil,5,,,,,
Sussex,"Vernon Twp, District 6",U.S. Senate,,,Patricia G. Mooneyham,1,,,,,
Sussex,"Vernon Twp, District 6",U.S. Senate,,LIB,Kenneth R. Kaplan,10,,,,,
Sussex,"Vernon Twp, District 6",U.S. Senate,,,Write-In Totals,1,,,,,
Sussex,"Vernon Twp, District 6",U.S.House,5,DEM,Josh Gottheimer,191,,,,,
Sussex,"Vernon Twp, District 6",U.S.House,5,REP,Mary Jo Guinchard,371,,,,,
Sussex,"Vernon Twp, District 6",U.S.House,5,GRN,Beau Forte,4,,,,,
Sussex,"Vernon Twp, District 6",U.S.House,5,LIB,James Tosone,5,,,,,
Sussex,"Vernon Twp, District 6",U.S.House,5,,Aamir Arif,3,,,,,
Sussex,"Vernon Twp, District 6",U.S.House,5,,Write-In Totals,2,,,,,
Sussex,"Vernon Twp, District 6",COUNTY COMMISSIONER,,DEM,Jason P.L. Boehm,156,,,,,
Sussex,"Vernon Twp, District 6",COUNTY COMMISSIONER,,,No Nomination Made,0,,,,,
Sussex,"Vernon Twp, District 6",COUNTY COMMISSIONER,,REP,Christopher Carney,388,,,,,
Sussex,"Vernon Twp, District 6",COUNTY COMMISSIONER,,REP,Alan Henderson,294,,,,,
Sussex,"Vernon Twp, District 6",COUNTY COMMISSIONER,,,Write-In Totals,10,,,,,
Sussex,"Vernon Twp, District 6",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,John Kraus,258,,,,,
Sussex,"Vernon Twp, District 6",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Brian P. Fisher,237,,,,,
Sussex,"Vernon Twp, District 6",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Melissa Brock,285,,,,,
Sussex,"Vernon Twp, District 6",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Joanne Houghtaling,87,,,,,
Sussex,"Vernon Twp, District 6",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Ariel R. Lazo,94,,,,,
Sussex,"Vernon Twp, District 6",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Carolyn Ross,195,,,,,
Sussex,"Vernon Twp, District 6",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Emmett A. McDowell,96,,,,,
Sussex,"Vernon Twp, District 6",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Write-In Totals,8,,,,,
Sussex,"Vernon Twp, District 6",MEMBERSHIP TO BOE - Vernon Twp 2 YR,,,Raymond Zimmerman,319,,,,,
Sussex,"Vernon Twp, District 6",MEMBERSHIP TO BOE - Vernon Twp 2 YR,,,Debbie Coulson,176,,,,,
Sussex,"Vernon Twp, District 6",MEMBERSHIP TO BOE - Vernon Twp 2 YR,,,Write-In Totals,1,,,,,
Sussex,"Vernon Twp, District 6",MEMBERSHIP TO BOE - Vernon Twp 1 YR,,,Stephanie J. Vecharello,198,,,,,
Sussex,"Vernon Twp, District 6",MEMBERSHIP TO BOE - Vernon Twp 1 YR,,,Alice Nickalls,159,,,,,
Sussex,"Vernon Twp, District 6",MEMBERSHIP TO BOE - Vernon Twp 1 YR,,,Rose Ahearn,137,,,,,
Sussex,"Vernon Twp, District 6",MEMBERSHIP TO BOE - Vernon Twp 1 YR,,,Write-In Totals,1,,,,,
Sussex,"Vernon Twp, District 7",Registered Voters,,,,1023,,,,,
Sussex,"Vernon Twp, District 7",Ballots Cast,,,,754,101,546,95,6,6
Sussex,"Vernon Twp, District 7",President,,DEM,Kamala D. Harris,266,,,,,
Sussex,"Vernon Twp, District 7",President,,REP,Donald J. Trump,471,,,,,
Sussex,"Vernon Twp, District 7",President,,CST,Randall A. Terry,0,,,,,
Sussex,"Vernon Twp, District 7",President,,IND,Robert F. Kennedy Jr.,7,,,,,
Sussex,"Vernon Twp, District 7",President,,LIB,Chase Oliver,1,,,,,
Sussex,"Vernon Twp, District 7",President,,GRN,Jill Stein,7,,,,,
Sussex,"Vernon Twp, District 7",President,,,Claudia De la Cruz,2,,,,,
Sussex,"Vernon Twp, District 7",President,,SWP,Rachele Fruit,0,,,,,
Sussex,"Vernon Twp, District 7",President,,,Joseph Kishore,0,,,,,
Sussex,"Vernon Twp, District 7",President,,,Write-In Totals,0,,,,,
Sussex,"Vernon Twp, District 7",U.S. Senate,,DEM,Andy Kim,276,,,,,
Sussex,"Vernon Twp, District 7",U.S. Senate,,REP,Curtis Bashaw,433,,,,,
Sussex,"Vernon Twp, District 7",U.S. Senate,,SWP,Joanne Kuniansky,5,,,,,
Sussex,"Vernon Twp, District 7",U.S. Senate,,GRN,Christina Khalil,9,,,,,
Sussex,"Vernon Twp, District 7",U.S. Senate,,,Patricia G. Mooneyham,4,,,,,
Sussex,"Vernon Twp, District 7",U.S. Senate,,LIB,Kenneth R. Kaplan,10,,,,,
Sussex,"Vernon Twp, District 7",U.S. Senate,,,Write-In Totals,0,,,,,
Sussex,"Vernon Twp, District 7",U.S.House,5,DEM,Josh Gottheimer,291,,,,,
Sussex,"Vernon Twp, District 7",U.S.House,5,REP,Mary Jo Guinchard,417,,,,,
Sussex,"Vernon Twp, District 7",U.S.House,5,GRN,Beau Forte,13,,,,,
Sussex,"Vernon Twp, District 7",U.S.House,5,LIB,James Tosone,10,,,,,
Sussex,"Vernon Twp, District 7",U.S.House,5,,Aamir Arif,3,,,,,
Sussex,"Vernon Twp, District 7",U.S.House,5,,Write-In Totals,0,,,,,
Sussex,"Vernon Twp, District 7",COUNTY COMMISSIONER,,DEM,Jason P.L. Boehm,256,,,,,
Sussex,"Vernon Twp, District 7",COUNTY COMMISSIONER,,,No Nomination Made,0,,,,,
Sussex,"Vernon Twp, District 7",COUNTY COMMISSIONER,,REP,Christopher Carney,416,,,,,
Sussex,"Vernon Twp, District 7",COUNTY COMMISSIONER,,REP,Alan Henderson,286,,,,,
Sussex,"Vernon Twp, District 7",COUNTY COMMISSIONER,,,Write-In Totals,11,,,,,
Sussex,"Vernon Twp, District 7",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,John Kraus,306,,,,,
Sussex,"Vernon Twp, District 7",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Brian P. Fisher,251,,,,,
Sussex,"Vernon Twp, District 7",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Melissa Brock,357,,,,,
Sussex,"Vernon Twp, District 7",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Joanne Houghtaling,88,,,,,
Sussex,"Vernon Twp, District 7",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Ariel R. Lazo,100,,,,,
Sussex,"Vernon Twp, District 7",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Carolyn Ross,286,,,,,
Sussex,"Vernon Twp, District 7",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Emmett A. McDowell,99,,,,,
Sussex,"Vernon Twp, District 7",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Write-In Totals,3,,,,,
Sussex,"Vernon Twp, District 7",MEMBERSHIP TO BOE - Vernon Twp 2 YR,,,Raymond Zimmerman,339,,,,,
Sussex,"Vernon Twp, District 7",MEMBERSHIP TO BOE - Vernon Twp 2 YR,,,Debbie Coulson,290,,,,,
Sussex,"Vernon Twp, District 7",MEMBERSHIP TO BOE - Vernon Twp 2 YR,,,Write-In Totals,0,,,,,
Sussex,"Vernon Twp, District 7",MEMBERSHIP TO BOE - Vernon Twp 1 YR,,,Stephanie J. Vecharello,256,,,,,
Sussex,"Vernon Twp, District 7",MEMBERSHIP TO BOE - Vernon Twp 1 YR,,,Alice Nickalls,173,,,,,
Sussex,"Vernon Twp, District 7",MEMBERSHIP TO BOE - Vernon Twp 1 YR,,,Rose Ahearn,175,,,,,
Sussex,"Vernon Twp, District 7",MEMBERSHIP TO BOE - Vernon Twp 1 YR,,,Write-In Totals,0,,,,,
Sussex,"Vernon Twp, District 8",Registered Voters,,,,1053,,,,,
Sussex,"Vernon Twp, District 8",Ballots Cast,,,,748,163,503,67,15,0
Sussex,"Vernon Twp, District 8",President,,DEM,Kamala D. Harris,244,,,,,
Sussex,"Vernon Twp, District 8",President,,REP,Donald J. Trump,482,,,,,
Sussex,"Vernon Twp, District 8",President,,CST,Randall A. Terry,1,,,,,
Sussex,"Vernon Twp, District 8",President,,IND,Robert F. Kennedy Jr.,4,,,,,
Sussex,"Vernon Twp, District 8",President,,LIB,Chase Oliver,5,,,,,
Sussex,"Vernon Twp, District 8",President,,GRN,Jill Stein,5,,,,,
Sussex,"Vernon Twp, District 8",President,,,Claudia De la Cruz,1,,,,,
Sussex,"Vernon Twp, District 8",President,,SWP,Rachele Fruit,0,,,,,
Sussex,"Vernon Twp, District 8",President,,,Joseph Kishore,0,,,,,
Sussex,"Vernon Twp, District 8",President,,,Write-In Totals,4,,,,,
Sussex,"Vernon Twp, District 8",U.S. Senate,,DEM,Andy Kim,238,,,,,
Sussex,"Vernon Twp, District 8",U.S. Senate,,REP,Curtis Bashaw,458,,,,,
Sussex,"Vernon Twp, District 8",U.S. Senate,,SWP,Joanne Kuniansky,4,,,,,
Sussex,"Vernon Twp, District 8",U.S. Senate,,GRN,Christina Khalil,8,,,,,
Sussex,"Vernon Twp, District 8",U.S. Senate,,,Patricia G. Mooneyham,4,,,,,
Sussex,"Vernon Twp, District 8",U.S. Senate,,LIB,Kenneth R. Kaplan,5,,,,,
Sussex,"Vernon Twp, District 8",U.S. Senate,,,Write-In Totals,2,,,,,
Sussex,"Vernon Twp, District 8",U.S.House,5,DEM,Josh Gottheimer,269,,,,,
Sussex,"Vernon Twp, District 8",U.S.House,5,REP,Mary Jo Guinchard,437,,,,,
Sussex,"Vernon Twp, District 8",U.S.House,5,GRN,Beau Forte,7,,,,,
Sussex,"Vernon Twp, District 8",U.S.House,5,LIB,James Tosone,7,,,,,
Sussex,"Vernon Twp, District 8",U.S.House,5,,Aamir Arif,6,,,,,
Sussex,"Vernon Twp, District 8",U.S.House,5,,Write-In Totals,0,,,,,
Sussex,"Vernon Twp, District 8",COUNTY COMMISSIONER,,DEM,Jason P.L. Boehm,237,,,,,
Sussex,"Vernon Twp, District 8",COUNTY COMMISSIONER,,,No Nomination Made,0,,,,,
Sussex,"Vernon Twp, District 8",COUNTY COMMISSIONER,,REP,Christopher Carney,455,,,,,
Sussex,"Vernon Twp, District 8",COUNTY COMMISSIONER,,REP,Alan Henderson,328,,,,,
Sussex,"Vernon Twp, District 8",COUNTY COMMISSIONER,,,Write-In Totals,8,,,,,
Sussex,"Vernon Twp, District 8",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,John Kraus,310,,,,,
Sussex,"Vernon Twp, District 8",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Brian P. Fisher,264,,,,,
Sussex,"Vernon Twp, District 8",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Melissa Brock,340,,,,,
Sussex,"Vernon Twp, District 8",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Joanne Houghtaling,102,,,,,
Sussex,"Vernon Twp, District 8",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Ariel R. Lazo,117,,,,,
Sussex,"Vernon Twp, District 8",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Carolyn Ross,276,,,,,
Sussex,"Vernon Twp, District 8",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Emmett A. McDowell,109,,,,,
Sussex,"Vernon Twp, District 8",MEMBERSHIP TO BOE - Vernon Twp 3 YR,,,Write-In Totals,4,,,,,
Sussex,"Vernon Twp, District 8",MEMBERSHIP TO BOE - Vernon Twp 2 YR,,,Raymond Zimmerman,415,,,,,
Sussex,"Vernon Twp, District 8",MEMBERSHIP TO BOE - Vernon Twp 2 YR,,,Debbie Coulson,215,,,,,
Sussex,"Vernon Twp, District 8",MEMBERSHIP TO BOE - Vernon Twp 2 YR,,,Write-In Totals,4,,,,,
Sussex,"Vernon Twp, District 8",MEMBERSHIP TO BOE - Vernon Twp 1 YR,,,Stephanie J. Vecharello,268,,,,,
Sussex,"Vernon Twp, District 8",MEMBERSHIP TO BOE - Vernon Twp 1 YR,,,Alice Nickalls,156,,,,,
Sussex,"Vernon Twp, District 8",MEMBERSHIP TO BOE - Vernon Twp 1 YR,,,Rose Ahearn,199,,,,,
Sussex,"Vernon Twp, District 8",MEMBERSHIP TO BOE - Vernon Twp 1 YR,,,Write-In Totals,5,,,,,
Sussex,"Vernon Twp, District 9",Registered Voters,,,,862,,,,,
Sussex,"Vernon Twp, District 9",Ballots Cast,,,,623,142,411,66,3,1
Sussex,"Vernon Twp, District 9",President,,DEM,Kamala D. Harris,243,,,,,
Sussex,"Vernon Twp, District 9",President,,REP,Donald J. Trump,370,,,,,
Sussex,"Vernon Twp, District 9",President,,CST,Randall A. Terry,0,,,,,
Sussex,"Vernon Twp, District 9",President,,IND,Robert F. Kennedy Jr.,2,,,,,
Sussex,"Vernon Twp, District 9",President,,LIB,Chase Oliver,4,,,,,
Sussex,"Vernon Twp, District 9",President,,GRN,Jill Stein,2,,,,,
Sussex,"Vernon Twp, District 9",President,,,Claudia De la Cruz,0,,,,,
Sussex,"Vernon Twp, District 9",President,,SWP,Rachele Fruit,0,,,,,
Sussex,"Vernon Twp, District 9",President,,,Joseph Kishore,0,,,,,
Sussex,"Vernon Twp, District 9",President,,,Write-In Totals,1,,,,,
Sussex,"Vernon Twp, District 9",U.S. Senate,,DEM,Andy Kim,235,,,,,
Sussex,"Vernon Twp, District 9",U.S. Senate,,REP,Curtis Bashaw,363,,,,,
Sussex,"Vernon Twp, District 9",U.S. Senate,,SWP,Joanne Kuniansky,2,,,,,
Sussex,"Vernon Twp, District 9",U.S. Senate,,GRN,Christina Khalil,3,,,,,
Sussex,"Vernon Twp, District 9",U.S. Senate,,,Patricia G. Mooneyham,3,,,,,
Sussex,"Vernon Twp, District 9",U.S. Senate,,LIB,Kenneth R. Kaplan,7,,,,,
Sussex,"Vernon Twp, District 9",U.S. Senate,,,Write-In Totals,1,,,,,
Sussex,"Vernon Twp, District 9",U.S.House,5,DEM,Josh Gottheimer,249,,,,,
Sussex,"Vernon Twp, District 9",U.S.House,5,REP,Mary Jo Guinchard,343,,,,,
Sussex,"Vernon Twp, District 9",U.S.House,5,GRN,Beau Forte,9,,,,,
Sussex,"Vernon Twp, District 9",U.S.House,5,LIB,James Tosone,9,,,,,
