county,precinct,office,district,candidate,party,votes,election_day,mail,early_voting,provisional,emergency,federal
Gloucester,Woolwich Township - District 8,COUNCIL - MONROE TOWNSHIP - WARD 2,,CAROLANN FOX,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - MONROE TOWNSHIP - WARD 2,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - MONROE TOWNSHIP - WARD 3,,JANET L. SCHAEFER,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - MONROE TOWNSHIP - WARD 3,,BRIAN COPE,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - MONROE TOWNSHIP - WARD 3,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - MONROE TOWNSHIP - WARD 4,,JOHN VALENTINE,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - MONROE TOWNSHIP - WARD 4,,LINDA WAGNER DESANTIS,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - MONROE TOWNSHIP - WARD 4,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - MONROE - 3YR TERM,,TIFFANIE DAVIS,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - MONROE - 3YR TERM,,KRISTINE KOZACHYN,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - MONROE - 3YR TERM,,ALLISON LONGO,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - MONROE - 3YR TERM,,STACEY KEUBLER,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - MONROE - 3YR TERM,,"ANTHONY ""TONY"" LANTEIGNE",,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - MONROE - 3YR TERM,,STEPHANIE YOUNG,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - MONROE - 3YR TERM,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF NATIONAL PARK,,"BENJAMIN FOX, SR.",,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF NATIONAL PARK,,BARBARA HAVERTY,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF NATIONAL PARK,,"RONALD SPARKS, JR.",,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF NATIONAL PARK,,"SEAN D. GRANNAN, SR.",,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF NATIONAL PARK,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF NATIONAL PARK - UNEXP,,JENNIFER FOX,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF NATIONAL PARK - UNEXP,,JULIE D. MACDONALD,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF NATIONAL PARK - UNEXP,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - NATIONAL PARK - 3YR TERM,,RACHAEL CLANCY,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - NATIONAL PARK - 3YR TERM,,KELLY READ,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - NATIONAL PARK - 3YR TERM,,NO PETITION FILED,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - NATIONAL PARK - 3YR TERM,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF NEWFIELD,,BRADLEY MILLER,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF NEWFIELD,,CHRISTINA M. RENZI,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF NEWFIELD,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF NEWFIELD - UNEXP,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - NEWFIELD - 3YR TERM,,STEPHANIE MORATELLI,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - NEWFIELD - 3YR TERM,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF PAULSBORO,,KAREN ARMISTEAD,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF PAULSBORO,,JENNIFER TURNER,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF PAULSBORO,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF PAULSBORO - UNEXP,,"THEODORE HOLLOWAY, II",,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF PAULSBORO - UNEXP,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - PAULSBORO - 3YR TERM,,JOSEPH L. LISA,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - PAULSBORO - 3YR TERM,,DANIELLE L. SCOTT,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - PAULSBORO - 3YR TERM,,ROBERT DAVIS,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - PAULSBORO - 3YR TERM,,"JOHN GOLEMBIEWSKI, JR.",,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - PAULSBORO - 3YR TERM,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF PITMAN,,PAUL BIALLY,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF PITMAN,,SARAH MUSTO,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF PITMAN,,DEBRA GUARNI,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF PITMAN,,CHRISTOPHER MOROZIN,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF PITMAN,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - PITMAN - 3YR TERM,,REBECCA HIGBEE IONNO,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - PITMAN - 3YR TERM,,DAVID J. GROSSMAN,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - PITMAN - 3YR TERM,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,TOWNSHIP COMMITTEE - SOUTH HARRISON TOWNSHIP,,JOSEPH M. MARINO,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,TOWNSHIP COMMITTEE - SOUTH HARRISON TOWNSHIP,,JOHN K. HORNER,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,TOWNSHIP COMMITTEE - SOUTH HARRISON TOWNSHIP,,CARMEN A. MALIGNAGGI,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,TOWNSHIP COMMITTEE - SOUTH HARRISON TOWNSHIP,,BARBARA L. SPARKS,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,TOWNSHIP COMMITTEE - SOUTH HARRISON TOWNSHIP,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - SOUTH HARRISON - 3YR TERM,,JOSEPH TALBOT,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - SOUTH HARRISON - 3YR TERM,,JENNIFER MCILVAINE,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - SOUTH HARRISON - 3YR TERM,,DANA CARFARO,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - SOUTH HARRISON - 3YR TERM,,HOWARD R. MATTSON,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - SOUTH HARRISON - 3YR TERM,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF SWEDESBORO,,"SALVATORE ""SAM"" CASELLA",,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF SWEDESBORO,,SHAUN BOOKER,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF SWEDESBORO,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,MAYOR - WASHINGTON TOWNSHIP,,ANTHONY DELLAPIA,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,MAYOR - WASHINGTON TOWNSHIP,,LAURIE J. BURNS,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,MAYOR - WASHINGTON TOWNSHIP,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - WASHINGTON TOWNSHIP,,JOSEPH J. HARRIS,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - WASHINGTON TOWNSHIP,,RICHARD BENNETT,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - WASHINGTON TOWNSHIP,,PAUL J. ESPOSITO,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - WASHINGTON TOWNSHIP,,DAVID J. TOMCZAK,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - WASHINGTON TOWNSHIP,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,ELAYNE CLANCY,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,LINDA HARTONG,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,STEVEN SERRANO,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,JAMES ARPINO,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,CHRISTOPHER O'BRIEN,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,BRANDY WILLIAMS,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WASHINGTON - UNEXP 1YR TERM,,JULIE KOZEMPEL,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WASHINGTON - UNEXP 1YR TERM,,SEAN LINDSAY,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WASHINGTON - UNEXP 1YR TERM,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF WENONAH,,DANIEL COX,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF WENONAH,,THOMAS SABETTA,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF WENONAH,,SUSAN MAYER,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF WENONAH,,ALEX POZZA,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF WENONAH,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - GATEWAY - WENONAH - 3YR TERM,,TAMAR SHELOV,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - GATEWAY - WENONAH - 3YR TERM,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WENONAH - 3YR TERM,,BILL HELMBRECHT,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WENONAH - 3YR TERM,,JESSICA PUNDA ROSE,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WENONAH - 3YR TERM,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WENONAH - UNEXPIRED 2YR TERM,,NO PETITION FILED,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WENONAH - UNEXPIRED 2YR TERM,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,TOWNSHIP COMMITTEE - WEST DEPTFORD TOWNSHIP,,RUDOLPH R. CLARK,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,TOWNSHIP COMMITTEE - WEST DEPTFORD TOWNSHIP,,ASHLEY MORRELL,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,TOWNSHIP COMMITTEE - WEST DEPTFORD TOWNSHIP,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WEST DEPTFORD - 3YR TERM,,BRIAN PERTICARI,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WEST DEPTFORD - 3YR TERM,,KIMBERLY SCHULTZ,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WEST DEPTFORD - 3YR TERM,,JENNIFER BAILEY,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WEST DEPTFORD - 3YR TERM,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF WESTVILLE,,BRUCE NORDABY,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF WESTVILLE,,TIMOTHY YOUNG,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF WESTVILLE,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - GATEWAY REG - WESTVILLE - 3YR TERM,,TRACY VAN ACKER,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - GATEWAY REG - WESTVILLE - 3YR TERM,,"ROBERT W. MILLER, SR.",,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - GATEWAY REG - WESTVILLE - 3YR TERM,,ELIZABETH FOLLIS,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - GATEWAY REG - WESTVILLE - 3YR TERM,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WESTVILLE - 3YR TERM,,"ROBERT W. MILLER, SR.",,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WESTVILLE - 3YR TERM,,NO PETITION FILED,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WESTVILLE - 3YR TERM,,NO PETITION FILED,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WESTVILLE - 3YR TERM,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF FIRE COMMISSIONERS - WESTVILLE FIRE - 3YR TERM,,"DENNIS MORINA, SR.",,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF FIRE COMMISSIONERS - WESTVILLE FIRE - 3YR TERM,,JAMES W. RICH,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF FIRE COMMISSIONERS - WESTVILLE FIRE - 3YR TERM,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,MAYOR - CITY OF WOODBURY,,JOSEPH NOVERATI,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,MAYOR - CITY OF WOODBURY,,KYLE MILLER,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,MAYOR - CITY OF WOODBURY,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - CITY OF WOODBURY - WARD 1,,JEANINE BUTTERWORTH-GREEN,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - CITY OF WOODBURY - WARD 1,,JO MILLER,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - CITY OF WOODBURY - WARD 1,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - CITY OF WOODBURY - WARD 2,,LISA A. YACOUB,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - CITY OF WOODBURY - WARD 2,,BILL FLEMING,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - CITY OF WOODBURY - WARD 2,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - CITY OF WOODBURY - WARD 3,,BARRY W. DEAR,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - CITY OF WOODBURY - WARD 3,,RYAN LANGE,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - CITY OF WOODBURY - WARD 3,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WOODBURY - 3YR TERM,,ERIC HILL,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WOODBURY - 3YR TERM,,GLEN B. ARONOVITCH,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WOODBURY - 3YR TERM,,KRISTIN SHUTE,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WOODBURY - 3YR TERM,,PEGGY A. ULMER,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WOODBURY - 3YR TERM,,IVELISSA M. POLANCO,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WOODBURY - 3YR TERM,,MELISSA BROWN-ELEY,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WOODBURY - 3YR TERM,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,MAYOR - BOROUGH OF WOODBURY HEIGHTS - UNEXP,,MATTHEW W. COSENZA,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,MAYOR - BOROUGH OF WOODBURY HEIGHTS - UNEXP,,CARA WITASICK,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,MAYOR - BOROUGH OF WOODBURY HEIGHTS - UNEXP,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF WOODBURY HEIGHTS,,EILEEN C. CONNORS,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF WOODBURY HEIGHTS,,ROBERT M. YERKA,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF WOODBURY HEIGHTS,,JOSEPH M. GETSINGER,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF WOODBURY HEIGHTS,,CHRISTI DAVIS,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF WOODBURY HEIGHTS,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WOODBURY HEIGHTS - 3YR TERM,,LOU MCCALL,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WOODBURY HEIGHTS - 3YR TERM,,NO PETITION FILED,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WOODBURY HEIGHTS - 3YR TERM,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WOODBURY HEIGHTS - UNEXP 1YR TERM,,NO PETITION FILED,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - WOODBURY HEIGHTS - UNEXP 1YR TERM,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,TOWNSHIP COMMITTEE - WOOLWICH TOWNSHIP,,CRAIG FREDERICK,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,TOWNSHIP COMMITTEE - WOOLWICH TOWNSHIP,,CINDY MINHAS,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,TOWNSHIP COMMITTEE - WOOLWICH TOWNSHIP,,JACK JOKINEN,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,TOWNSHIP COMMITTEE - WOOLWICH TOWNSHIP,,YUSUF FLUELLEN,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,TOWNSHIP COMMITTEE - WOOLWICH TOWNSHIP,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - KINGSWAY-WOOLWICH - 3YR TERM,,MICHELE BLAIR,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - KINGSWAY-WOOLWICH - 3YR TERM,,MARILYN O'ROURKE-YOUNG,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - KINGSWAY-WOOLWICH - 3YR TERM,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - SWEDESBORO-WOOLWICH - 3YR TERM,,LAURIE CECALA-READ,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - SWEDESBORO-WOOLWICH - 3YR TERM,,ERIN CARROLL,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - SWEDESBORO-WOOLWICH - 3YR TERM,,GINA M. AZZARI,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - SWEDESBORO-WOOLWICH - 3YR TERM,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,Registered Voters,,,,0,,,,,,
Gloucester,Woolwich Township - District 8,Ballots Cast,,,,42,0,0,0,0,0,42
Gloucester,Woolwich Township - District 8,Ballots Cast - Blank,,,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,President,,DONALD J. TRUMP,,7,,,,,,
Gloucester,Woolwich Township - District 8,President,,KAMALA D. HARRIS,,33,,,,,,
Gloucester,Woolwich Township - District 8,President,,ROBERT F. KENNEDY JR.,,1,,,,,,
Gloucester,Woolwich Township - District 8,President,,RACHELE FRUIT,,0,,,,,,
Gloucester,Woolwich Township - District 8,President,,RANDALL A. TERRY,,0,,,,,,
Gloucester,Woolwich Township - District 8,President,,JOSEPH KISHORE,,0,,,,,,
Gloucester,Woolwich Township - District 8,President,,CLAUDIA DE LA CRUZ,,0,,,,,,
Gloucester,Woolwich Township - District 8,President,,JILL STEIN,,1,,,,,,
Gloucester,Woolwich Township - District 8,President,,CHASE OLIVER,,0,,,,,,
Gloucester,Woolwich Township - District 8,President,,Write-ins,,0,,,,,,
Gloucester,Woolwich Township - District 8,U.S. Senate,,CURTIS BASHAW,,7,,,,,,
Gloucester,Woolwich Township - District 8,U.S. Senate,,ANDY KIM,,30,,,,,,
Gloucester,Woolwich Township - District 8,U.S. Senate,,JOANNE KUNIANSKY,,1,,,,,,
Gloucester,Woolwich Township - District 8,U.S. Senate,,CHRISTINA KHALIL,,3,,,,,,
Gloucester,Woolwich Township - District 8,U.S. Senate,,KENNETH R. KAPLAN,,0,,,,,,
Gloucester,Woolwich Township - District 8,U.S. Senate,,PATRICIA G. MOONEYHAM,,0,,,,,,
Gloucester,Woolwich Township - District 8,U.S. Senate,,Write-ins,,1,,,,,,
Gloucester,Woolwich Township - District 8,U.S. House,1,"THEODORE ""TEDDY"" LIDDELL",,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,U.S. House,1,DONALD NORCROSS,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,U.S. House,1,ROBIN BROWNFIELD,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,U.S. House,1,AUSTIN JOHNSON,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,U.S. House,1,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,U.S. House,2,JEFF VAN DREW,,7,,,,,,
Gloucester,Woolwich Township - District 8,U.S. House,2,JOSEPH F. SALERNO,,31,,,,,,
Gloucester,Woolwich Township - District 8,U.S. House,2,THOMAS CANNAVO,,3,,,,,,
Gloucester,Woolwich Township - District 8,U.S. House,2,Write-ins,,1,,,,,,
Gloucester,Woolwich Township - District 8,SHERIFF,,JONATHAN M. SAMMONS,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,SHERIFF,,CARMEL MORINA,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,SHERIFF,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNTY COMMISSIONER,,NICHOLAS DESILVIO,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNTY COMMISSIONER,,CHRISTOPHER KONAWEL,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNTY COMMISSIONER,,TOM BIANCO,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNTY COMMISSIONER,,DON HEVERLY,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNTY COMMISSIONER,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF CLAYTON,,RONALD PINCHICK,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF CLAYTON,,JAMES RICHARDSON,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF CLAYTON,,DAVID CHAPES,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF CLAYTON,,FRANK ROLLO,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,COUNCIL - BOROUGH OF CLAYTON,,Write-ins,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - CLAYTON - 3YR TERM,,ROBIN L. ROCHE,,0,0,0,0,0,0,0
Gloucester,Woolwich Township - District 8,BOARD OF EDUCATION - CLAYTON - 3YR TERM,,ALLAN PAUL CONNELL,,0,0,0,0,0,0,0
